"publisher.keyword: Descending",Count
"The Institute of Positioning, Navigation and Timing of Japan",2
"The International Journal of Digital Accounting Research",2
"The Japanese Society for the History of Economic Thought",2
"The Journal of Food and Drug Analysis (JFDA), Food and Drug Administration, Taiwan (TFDA)",2
"The Korea Contents Association",2
"The Korean Academy of Psychiatric and Mental Health Nursing",2
"The Korean Electrochemical Society",2
"The Korean Institute of Electrical Engineers",2
"The Korean Nutrition Society and The Korean Society of Community Nutrition",2
"The Korean Society for Aeronautical & Space Sciences",2
"The Korean Society of Environmental Agriculture",2
"The Korean Society of Fisheries and Aquatic Science",2
"The Korean Statistical Society",2
"The Korean Surgical Society",2
"The Lethaia Foundation",2
"The Mathematical Association of America",2
"The Rubber Society of Korea",2
"The Society of Naval Architects of Korea",2
"The Southwest Respiratory and Critical Care Chronicles (SWRCCC)",2
"Tikinet Edicao Ltda. - EPP",2
"Touch Digital Media, Ltd.",2
"Trans Tech Publications Ltd.",2
"Translational Neuroscience and Clinics",2
"Turkish Journal of Orthodontics",2
"Ubiquity Press",2
"Universidad Autonoma Metropolitana",2
"Universidad EAN",2
"Universidad Libre",2
"Universidad Nacional del Nordeste",2
"Universidad de Medellin",2
"Universitat de Valencia",2
"Universiti Malaysia Pahang Publishing",2
"University of Plymouth",2
"University of Tartu",2
"University of Wyoming Libraries",2
"University of Zagreb, Faculty of Science, Department of Geophysics",2
"Urban Planning Institute of the Republic of Slovenia",2
"VAMP Journal",2
"VRI Press",2
"VU E-Publishing",2
"Walsh Medical Media, LLC",2
"Warminsko-Mazurska Izba Lekarska",2
"Wireilla Scientific Publications",2
"Woodhead Publishing Limited",2
"Wroclaw University of Economics",2
"Wydawnictwo Naukowe Gabriel Borowski (WNGB)",2
"Xia & He Publishing",2
"Yonsei University College of Medicine",2
"eLife Sciences Publications, Ltd",2
"産業応用工学会",2
"17th Southern Biomed. Eng. Conference",1
9789004204881,1
9789004233751,1
9789004263437,1
9789047413684,1
"A CO-PUBLICATION OF IMPERIAL COLLEGE PRESS AND THE ROYAL SOCIETY",1
"A John Wiley & Sons, Ltd.",1
"ACT Publishing Group",1
ACTAPRESS,1
Abanico,1
"Aboutscience Srl",1
"Academy of Sciences and Arts of the Republic of Srpska",1
"Acta Graphica",1
"Advanced Research Journals",1
"Airiti Press, Inc.",1
"Alaska Sea Grant, University of Alaska Fairbanks",1
"Ambit Media, a.s.",1
"American Academy of Dental Sleep Medicine",1
"American Innovative Medical Sciences and Technologies (AIMSCI) Inc.",1
"American Institute of Certified Public Accountants",1
"American Physical Therapy Association (APTA)",1
"American Society of Civil Engineers Foundation",1
"American Society of Microbiology",1
"American V-King Scientific Publishing",1
"Ankara University",1
"Annals of Mathematics",1
"Annex Publishers, LLC",1
"Architectural Institute of Korea",1
"Asian Agricultural and Biological Engineering Association",1
"Asociacion Colombiana de Nefrologia",1
"Asociacion de Antropologia Biologica de Argentina",1
"Associacao Paradigma - Centro de Ciencias e Tecnologia do Comportamento",1
"Association for Promotion of Holistic Approach to Environment",1
"Audio Engineering Society",1
"Austrian Academy of Sciences Press",1
"Authorea, Inc.",1
"BCS Learning & Development",1
"BCS, The Chartered Institute for IT",1
"BMJ Publishing Group",1
"Baskent University",1
"Bioinfo Publications",1
"Biotecnologia en el Sector Agropecuario y Agroindustrial",1
"Blacksmith Institute",1
"Blackwell Publishing Inc.",1
"Blackwell Publishing Ltd,.",1
"Blackwell Publishing Professional",1
"Blackwell Publishing, Ltd.",1
"Blackwell Science Ltd.",1
"Blackwell Scientific Publications",1
"Board of Governors of the Federal Reserve System",1
"Boehlau Verlag Ges.m.b.H. & Co. KG",1
Bonfring,1
Br,1
"Bruno GRANIER",1
"Bruno Granier",1
"Budrich UniPress",1
"Byte Systems - Solucoes Digitais",1
CABI,1
"CFA Institute Research Foundation",1
"CMB Association",1
"CO-PUBLISHED WITH WORLD SCIENTIFIC PUBLISHING CO",1
"Canadian Society for Bioengineering",1
"Catholic University of America Press",1
"Center for International Forestry Research (CIFOR)",1
"Center for Transportation Studies",1
"Center for the Blue Economy",1
"Centre Francais du Littoral",1
"Centro Latino Americano de Estudios en Informatica",1
"Centro Universitario Sao Camilo - Sao Paulo",1
"Champlain Society",1
"Chapman &amp; Hall",1
"Chelonian Research Foundation",1
"Chiang Mai University",1
"Chinese Birds (Press)",1
"Chitkara University Publications",1
"Chornomorski Botanical Journal",1
"ClinTransMed, AB",1
"Co-Published with Chinese Heritage Centre, Singapore",1
"Co-Published with Department of Chinese Studies, National University of Singapore and Global Publishing",1
"Co-Published with Institute of Policy Studies, Singapore",1
"Co-published with Risk Management Institute, Singapore",1
"Co-published with the Risk Management Institute, Singapore",1
"Co. Ltd. Ukrinformnauka",1
"Colegio Mayor de Nuestra Senora del Rosario",1
"Consejo Nacional de Educacion",1
"Consortia Academia Publishing",1
"Convergencia Revista de Ciencias Sociales",1
"Croatian Academy of Sciences and Arts",1
"Croatian Conservation Institute",1
"Croatian Society of Art Historians",1
"Cumhuriyet Medical Journal",1
"Cumhuriyet University Faculty Dentistry",1
"Czech University of Life Sciences Prague",1
"DAAAM International Publishing",1
"DAAAM International Vienna",1
"DL PUBLISHING, AN IMPRINT OF WORLD SCIENTIFIC PUBLISHING CO.",1
"Data Trace Publishing Company",1
"De Gruyter Open Poland",1
"E.U. European Publishing",1
"Editions Matériologiques",1
"Editora Cubo",1
"Editorial de la Universidad de Granada",1
"Educational Development Unit, University of Greenwich",1
"Ege University Faculty of Fisheries",1
"Elyns Group LLC",1
"Energa SA",1
"Entomo Brasilis",1
"Environmental and Engineering Geophysical Society",1
"EpiSmart Science Vector Ltd",1
Erdkunde,1
"Escuela Militar de Cadetes Jose Maria Cordova",1
"Escuela Nacional de Ciencias Biologicas",1
"European Association of Geoscientists & Engineers",1
"European Biotechnology Thematic Network Association",1
"European Cells and Materials",1
"FSAEIHE South Ural State University (National Research University)",1
"Facultad Latinoamericana de Ciencias Sociales, Mexico (FLACSO)",1
"Faculty of Agrobiotechnical Sciences Osijek",1
"Faculty of Engineering, Chulalongkorn University",1
"Faculty of Organizational Sciences",1
"Faculty of Philosophy and Religious Studies",1
"Federacao Brasileira de Psicodrama",1
"Federal Reserve Bank of Philadelphia",1
"Fondazione Pro Herbario Mediterraneo",1
"Food and Agriculture Organization of the United Nations and Practical Action Publishing 2017",1
"Forschungsinstitut Freie Berufe",1
"Foundation Books",1
"Friends Science Publishers",1
"Fuji Technology Press Ltd.",1
"Fundacao Oswaldo Cruz",1
GSTF,1
"Gatha Cognition",1
"Gem-A",1
"Geological Association of Canada",1
"Geological Survey of Slovenia",1
"Gokaraju Rangaraju Educational Society",1
"Hamdan Medical Journal",1
"Hebrew Union College Press",1
"Hokkaido Geographical Society",1
"Hrvatski Prirodoslovno Drustvo (Croatian Society for Natural Sciences)",1
"Hrvatsko filolosko drustvo (Croatian Philological Society)",1
"ICHB PAS Poznan Supercomputing and Networking Center",1
"IDP Education Cambodia, Ltd.",1
IFHAN,1
"IFIS Publishing",1
"IJSR Publications",1
"INSTAP Academic Press (Institute for Aegean Prehistory)",1
"IOP Publishing Ltd",1
"ISEKI Food Association",1
"Immanuel Kant Baltic Federal University",1
"Incessant Nature Science Publishers Pvt Ltd.",1
"Indonesian Center for Animal Research and Development (ICARD)",1
"Innovative Healthcare Institute",1
Inpressco,1
"Insciences Organization",1
"Institute of Advanced Scientific Research",1
"Institute of Archaeology",1
"Institute of Europe, Russian Academy of Sciences (IERAS)",1
"Institute of Forest Science, Kangwon National University",1
"Institute of Information Theory and Automation",1
"Institute of Organic Chemistry and Biochemistry, Academy of Sciences of the Czech Republic",1
"Institute of Plant Protection - National Research Institute",1
"Instituto Colombiano de Antropologia e Historia (ICANH)",1
"Instituto Colombiano del Petroleo",1
"Instituto Mexicano de Ejecutivos de Finanzas, A.C. (IMEF)",1
"Instituto Mexicano de Tecnologia del Agua",1
"Instituto Nacional de Psiquiatria Ramon de la Fuente Muniz",1
"Instituto de Geociencias - UFRJ",1
"Instituto de Investigaciones Dr. Jose Maria Luis Mora",1
"Int. Soc. Inf. Fusion",1
"Int. Test. Conference",1
"International Association for Energy Economics (IAEE)",1
"International Association for Human Caring",1
"International Association for Sharing Knowledge and Sustainability",1
"International Centre for Applied Thermodynamics (ICAT)",1
"International Centre of Economics, Humanities and Management",1
"International Federation of Infection Control",1
"International Journal of Construction Supply Chain Management",1
"International Journal of Science Culture and Sport",1
"International Journal of Technology",1
"International Research Journals",1
"International Union for Conservation of Nature",1
"Interscience Place",1
"Istanbul University",1
"Jagiellonian University",1
"Japan Academic Collaborations Medical Society",1
"Japan Veterinary Cancer Society",1
"Japanese Society for Medical Virtual Reality",1
"Japanese Society of Sciences in Swimming and Water Exercise",1
"Japanese Society of Service Dog Research",1
"John Wiely & Sons, Ltd",1
"Journal Agriculture and Forestry",1
"Journal Issues Limited",1
"Journal of Algebra Combinatorics Discrete Structures and Applications",1
"Journal of Animal Behaviour and Biometeorology",1
"Journal of Chinese Pharmaceutical Sciences",1
"Journal of Clinical Research of Pediatric Endocrinology",1
"Journal of Data and Information Science",1
"Journal of Environmental Nanotechnology",1
"Journal of Geometry and Symmetry in Physics",1
"Journal of Great Lakes Research",1
"Journal of Mobile Technology in Medicine",1
"Journal of Oncological Sciences (JOS)",1
"Journal of Singularities",1
"Journal of Tropical Soils",1
"KIT Scientific Publishing",1
"Kharkiv State Academy of Physical Culture",1
Kitaibelia,1
"Knowledge E",1
"Knowledge Enterprise Journals",1
"Koninklijke Brill NV",1
"Korea Concrete Institute",1
"Korea Distribution Science Association",1
"Korea Genome Organization",1
"Korea Information Processing Society",1
"Korea Multimedia Society",1
"Korea Society of Waste Management",1
"Korean Academy of Preventive Dentistry",1
"Korean Association of International Studies",1
"Korean Dementia Association",1
"Korean Dermatological Association and The Korean Society for Investigative Dermatology",1
"Korean Diabetes Association",1
"Korean Foot and Ankle Society",1
"Korean Institute of Information Scientists and Engineers",1
"Korean Institute of Intelligent Systems",1
"Korean Institute of Science and Technology Information (KISTI)",1
"Korean Magnetic Resonance Society",1
"Korean Pharmacopuncture Institute",1
"Korean Society for Agricultural Machinery",1
"Korean Society for Applied Biological Chemistry",1
"Korean Society for Clinical Pharmacology and Therapeutics",1
"Korean Society for Internet Information",1
"Korean Society for Mass Spectrometry",1
"Korean Society for Surgery of the Hand",1
"Korean Society of Developmental Biology",1
"Korean Society of Life Science",1
"Korean Society of Marine Engineers",1
"Korean Society of Medical Physics",1
"Korean Society of Pediatric Nephrology",1
"Led Edizioni Universitarie",1
"Lesgaft National State University of Physical Education, Sport and Health, St. Petersburg",1
"Levy Library Press",1
Librello,1
"Liceo de Cagayan University",1
"Lifescience Global",1
"Linguistic Society of America",1
"Linkoping University Electronic Press",1
"Logical Methods in Computer Science e.V.",1
"LymphoSign Journal Limited Partnership",1
"Lyson Center for Civic Agriculture and Food Systems",1
"MIM Research Group",1
"Malaysian Orthopaedic Association",1
"Marine Biological Association of India",1
"Marmara Medical Journal",1
"Max Niemeyer Verlag",1
"MedCrave Group, LLC",1
"Media Research",1
"Medical Communications Sp. z.o.o.",1
"Mercator - Revista de Geografia da UFC",1
"Modern Library",1
"Museum National D'Histoire Naturelle",1
NADIA,1
"NICEC, Ltd.",1
"NWSA Academic Journals",1
"Naklada Slap",1
"National Association of Biology Teachers",1
"National Speleological Society",1
"Natural Resources Canada/ESS/Scientific and Technical Publishing Services",1
"Nature Research Society",1
"Nevsehir Bilim ve Teknoloji Dergisi",1
"New Prairie Press",1
"Nordic Council of Ministers",1
"Northwest Atlantic Fisheries Organization (NAFO)",1
"Norwegian Medical Association",1
"Novos Estudos - CEBRAP",1
"O Que Nos Faz Pensar",1
"Oecologia Australis",1
"Office of Research, Development and Information (ORDI)",1
"Ommega Online Publishers",1
Omnipax,1
"Open Access Pub",1
"Open Library of the Humanities",1
"OsloMet - Oslo Metropolitan University",1
"PIAP - Industrial Research Institute for Automation and Measurements",1
"PIERS Enterprise",1
"Paleoanthropology Society",1
"Pamukkale University Journal of Education",1
"Panorama of Brazilian Law",1
"Peertechz Publications Private Limited",1
"Pemberley Books (Publishing)",1
"Peter Lang",1
Pfeiffer,1
"Polish Geological Institute",1
"Polish Society for Magnesium Research",1
"Pontifical University of John Paul II in Krakow",1
"Postdoc Journal",1
"Prague Development Center",1
"Presses Polytech. Univ. Romandes",1
"Psicologia em Pesquisa",1
"Publicaciones DYNA",1
"Published by SCPG Publishing Company and distributed by World Scientific",1
"Publishing House SB RAS",1
"Publishing India Group",1
"Purdue University",1
"R.Oldenbourg Verlag",1
"RTI Press",1
"RWS Verlag Kommunikationsforum GmbH",1
"Res Philosophica",1
"Research Institute Centerprogamsystem, JSC",1
"Research Institute of Agricultural Economics",1
"Research Society of Buddhism and Cultural Heritage",1
"Research and Analysis Journals",1
"Revista ALCONPAT",1
"Revista Agropecuraria Tecnica - AGROTEC",1
"Revista Educacao Agricola Superior - ABEAS",1
"Revista Electronica de Investigacin Educativa",1
"Revista Medica del Uruguay",1
"Revista Mexicana de Ciencias Pecuarias",1
"Revista Mexicana de Fitopatologia, Mexican Journal of Phytopathology",1
"Revista Neurociencias",1
"Revista de Ciencias Sociales",1
Rodopi,1
"Russian Psychological Society",1
"SAGE Publications, Ltd.",1
"SMC Media",1
"SPIE Digital Library",1
"Sage Publications, Inc.",1
"Saint Petersburg State Polytechnical University",1
"Scholar Publishing",1
"Scholink Co, Ltd.",1
"Sci Forschen, Inc.",1
ScienceOpen,1
"Scientific Online Publishing, Co. Ltd.",1
"Scientific Web Journals (SWJ)",1
"Scireps Corporation",1
"Sellier - DE GRUYTER",1
"Servicio de Publicaciones de la Universidad de Cadiz",1
"Seventh Sense Research Group Journals",1
"Shanghai Institute of Organic Chemistry",1
"Shaukat Khanum Memorial Cancer Hospital and Research Centre",1
"Sia Tibit",1
"Siyasal Bilimler Dergisi",1
"Sociedad Latinoamericana de Especialistas en Mamiferos Acuaticos (SOLAMAC)",1
"Sociedad Medicina Interna de Uruguay",1
"Sociedad Peruana de Obstetricia y Ginecologia",1
"Sociedad Quimica de Mexico, A.C.",1
"Sociedade Brasileira de Psicologia Organizacional e do Trabalho",1
"Society for Clinical Epidemiology",1
"Society for Sociological Science",1
"Society of Academy of Dermatology in Turkey",1
"Society of American Archivists",1
"Society of Christian Philosophers",1
"Society of Exploration Geophysicists and American Assocation of Petroleum Geologists",1
"Society of Indoor Environment Japan",1
"Society of Urologic Nurses and Associates (SUNA)",1
"Sotsial no-Gumanitarnoe Znanie Publishing House",1
"Stavropol State Medical University",1
"Taiwanese Society of Biomedical Engineering",1
"Tamkang Journal of Mathematics",1
"Tampere University Press",1
"Technical University of Liberec",1
"Telecommunications Association Inc.",1
"Temple University Press",1
"Terra Latinoamericana",1
Terrapub,1
"Textile Bioengineering and Informatics Society",1
"The Archives of Rheumatology",1
"The Arctic Institute of North America",1
"The Atomic Energy Society of Japan",1
"The Japan Society of Competitive Intelligence",1
"The Japanese Society for Neutron Science",1
"The Joongwon Linguistic Society of Korea",1
"The Korea Institute of Electronic Communication Sciences",1
"The Korea Society of Engineering Geology",1
"The Korea Society of Industrial Systems",1
"The Korean Academy of Family Medicine",1
"The Korean Academy of Preventive Dentistry and Oral Health",1
"The Korean Academy of Tuberculosis and Respiratory Diseases",1
"The Korean Fracture Society",1
"The Korean Home Economics Association",1
"The Korean Institute of Building Construction",1
"The Korean Institute of Gas",1
"The Korean Institute of Information and Communication Sciences",1
"The Korean Institute of Metals and Materials",1
"The Korean Operations and Management Science Society",1
"The Korean Orthopaedic Association",1
"The Korean Society for Brain and Neural Science",1
"The Korean Society for Quality Management",1
"The Korean Society of Clean Technology",1
"The Korean Society of Community Living Science",1
"The Korean Society of Manufacturing Technology Engineers",1
"The Korean Society of Neonatology (KAMJE)",1
"The Korean Society of Oceanography",1
"The Korean Society of Sports Medicine",1
"The Korean Society of Technology of Plasticity",1
"The Korean Society of Veterinary Science",1
"The Korean Society of Wood Science Technology",1
"The Korean Space Science Society",1
"The Korean Urological Association",1
"The Malacological Society of Korea",1
"The National Institute of Biological Resources",1
"The Political Science Association of Kasetsart University",1
"The Polymer Society of Korea",1
"The Society of Air-Conditioning and Refrigeration Engineers of Korea",1
"The Society of Korean Medicine",1
"The Society of Motion Picture and Television Engineers SMPTE",1
"The Sphere Project",1
"Theory of Computing Exchange",1
"Trends Ahead Scientific Journals",1
"Turkish Nephrology Dialysis Transplantation",1
"U.S. Fish and Wildlife Service",1
"UCAN Services",1
"UCI School of Education",1
"UNISINOS - Universidade do Vale do Rio Dos Sinos",1
"US Geological Survey",1
"UiT The Arctic University of Norway",1
"Universal Researchers",1
"Universidad Catolica de Temuco",1
"Universidad Juarez Autonoma de Tabasco",1
"Universidad La Gran Colombia",1
"Universidad Peruana de Ciencias Aplicadas",1
"Universidad Pontificia Bolivariana",1
"Universidad de Alicante Servicio de Publicaciones",1
"Universidad de Ciencias Aplicadas Y Ambientales - UDCA",1
"Universidade Estadual de Feira de Santana",1
"Universitas Pendidikan Indonesia (UPI)",1
"Universitat Autonoma de Barcelona",1
"Universitat Politecnica de Valencia",1
"University 1 December 1918 of Alba Iulia",1
"University of Buckingham Press",1
"University of California, Agriculture and Natural Resources",1
"University of Huddersfield Press",1
"University of Iowa",1
"University of Iowa Libraries",1
"University of Ljubljana",1
"University of Ottawa Press / Les Presses de l’Université d’Ottawa",1
"University of Rijeka",1
"University of Rijeka, Faculty of Economics",1
"University of Rijeka, Faculty of Tourism and Hospitality Management",1
"University of Szeged",1
"University of Warsaw, Faculty of Management",1
"University of Western Ontario, Western Libraries",1
"University of Western Sydney SOHACA",1
"Update Medical Publishing",1
"Ural Federal University",1
"Utah State University Press",1
"Verlag Barbara Budrich",1
"Vienna University of Technology",1
"Vilnius Gediminas Technical University Press “Technika” 2014",1
"Vilnius Gediminas Technical University Publishing House Technika",1
"Vilnius University Press",1
"Volgograd State University",1
"WITPRESS LTD.",1
"WPI Publishing",1
WSPROFESSIONAL,1
"Walter de Gruyter GmbH & Co. KG",1
"Weed Science Society",1
"Western Japan Division of JDA",1
"White Globe Publications",1
"Wits School of Literature, Language and Media (SLLM)",1
"Wroclaw Medical University",1
"Wydawnictwo SIGMA-NOT, sp. z.o.o.",1
"Wydawnictwo Uniwersytetu Wroclawskiego",1
"Zeta Books",1
"Zonguldak Karaelmas University",1
"cogeo@oeaw-giscience",1
"eSAT Publishing House",1
"wiley-Blackwell",1
