"journal_name.keyword: Descending",Count
"Journal of Molecular Catalysis A: Chemical",13605
"Medical History",13596
"IEEE Transactions on Computers",13541
"Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy",13540
"Acta Metallurgica",13523
"The American Journal of International Law",13514
"Journal of Minimally Invasive Gynecology",13498
"The British Journal of Radiology",13494
"Pattern Recognition Letters",13484
"Annals of Otology, Rhinology & Laryngology",13449
"Astronomy & Astrophysics",13443
"Journal of Clinical Neuroscience",13436
"The Antiquaries Journal",13430
"Biochimica et Biophysica Acta (BBA) - Molecular Cell Research",13413
Histopathology,13390
"Biochimica et Biophysica Acta",13389
"European Journal of Anaesthesiology",13386
"Journal of Vascular and Interventional Radiology",13383
Addiction,13368
"Applied Mathematical Modelling",13356
"Chinese Science Bulletin",13353
"Journal of the American Oil Chemists’ Society",13351
"Practica Oto-Rhino-Laryngologica",13336
"Journal of Molecular Liquids",13332
"Journal of General Internal Medicine",13323
"Vox Sanguinis",13322
"Journal of AOAC INTERNATIONAL",13308
"IEEE Transactions on Signal Processing",13269
"Computational Materials Science",13254
"Music Educators Journal",13242
"Journal of Scientific Instruments",13221
"European Journal of Clinical Pharmacology",13207
"Journal of Endocrinology",13171
Injury,13154
"Pediatric Nephrology",13146
"IEEE Transactions on Biomedical Engineering",13134
Allergy,13118
"Neurochemistry International",13108
"Digestive and Liver Disease",13095
"Journal of Experimental Zoology",13087
"Magnetic Resonance Imaging",13062
"Journal of Consulting and Clinical Psychology",13060
"Acta Materialia",13057
"Signal Processing",13023
"Clinical Pharmacology & Therapeutics",13021
"The Journal of General Physiology",13015
Hispania,13011
"Computational Statistics & Data Analysis",13003
Protoplasma,13003
"Investigative Radiology",12985
"Journal of Functional Analysis",12959
"Toxicological Sciences",12942
"Journal of Plant Physiology",12938
"Klinische Monatsblätter für Augenheilkunde",12938
Appetite,12921
"Internal Medicine",12919
"Journal of Surgical Oncology",12918
"Acta Crystallographica Section B Structural Crystallography and Crystal Chemistry",12896
"Environmental Toxicology and Chemistry",12891
"Pharmaceutical Research",12886
"Journal of Photochemistry and Photobiology A: Chemistry",12883
"Mathematische Annalen",12881
"Proceedings of the International Astronomical Union",12862
"Frontiers in Psychology",12861
"European Journal of Radiology",12860
Biopolymers,12854
Lipids,12852
"International Journal for Parasitology",12844
"Journal of Affective Disorders",12831
"Journal of Shoulder and Elbow Surgery",12802
"Neurochemical Research",12802
"Journal of Materials Science: Materials in Electronics",12788
"Canadian Journal of Zoology",12741
"Archiv der Mathematik",12733
"International Journal of Theoretical Physics",12732
Biochimie,12708
"Médecine et Maladies Infectieuses",12705
"Engineering Structures",12694
"Breast Cancer Research and Treatment",12667
"Crystal Research and Technology",12667
Oecologia,12667
Weather,12647
"Plant and Cell Physiology",12641
"Church History",12639
"Naunyn-Schmiedeberg's Archives of Pharmacology",12618
"Fusion Engineering and Design",12617
"Applied Physics A",12614
"The Tohoku Journal of Experimental Medicine",12605
"The American Journal of Clinical Nutrition",12590
"Music and Letters",12579
"Metal Finishing",12578
"The Hispanic American Historical Review",12572
"Biochemical Education",12570
"Journal of Clinical Psychology",12559
"The Journal of Pathology",12551
"Journal of Inorganic and Nuclear Chemistry",12536
"Mathematical Proceedings of the Cambridge Philosophical Society",12535
"The Science News-Letter",12525
"Dermatologic Surgery",12523
"Journal of Animal Science",12491
"Computers & Chemical Engineering",12482
"The Journal of Parasitology",12480
"Journal of Cardiovascular Pharmacology",12479
"Superconductor Science and Technology",12475
"Bioscience, Biotechnology, and Biochemistry",12471
JOM,12433
"The FASEB Journal",12420
"Biomedicine & Pharmacotherapy",12414
"Pediatric Neurology",12403
Biometrika,12398
"Human Molecular Genetics",12375
"Child Development",12370
"Ukrainian Mathematical Journal",12359
"Annals of Internal Medicine",12334
"Virus Research",12327
"Ecological Modelling",12325
"Physica E: Low-dimensional Systems and Nanostructures",12324
"Journal of the American College of Surgeons",12321
"Acta Neurologica Scandinavica",12317
"Journal of Neurology",12311
"Journal of the Chemical Society, Dalton Transactions",12305
"Starch - Stärke",12290
"Heart Rhythm",12282
"Developmental Medicine & Child Neurology",12276
"Journal of the London Mathematical Society",12269
"The Journal of Chemical Thermodynamics",12261
"Soviet Atomic Energy",12254
"Hormone and Metabolic Research",12252
"ECS Transactions",12251
"Mathematical and Computer Modelling",12246
"Electrical Engineering",12244
"Seibutsu Butsuri",12243
Antiquity,12214
"Parasitology Research",12211
"The English Historical Review",12192
"Acta Obstetricia et Gynecologica Scandinavica",12190
"Catalysis Letters",12189
"Solar Energy Materials and Solar Cells",12188
"Ecotoxicology and Environmental Safety",12169
"Microelectronics Journal",12168
"European Journal of Inorganic Chemistry",12162
"Procedia Computer Science",12143
"Electronics and Power",12140
"Journal of Optimization Theory and Applications",12115
"Biophysical Chemistry",12106
"TrAC Trends in Analytical Chemistry",12086
"Transportation Research Record: Journal of the Transportation Research Board",12075
"Antiviral Research",12046
Heredity,12038
"The Physics Teacher",12021
"American Journal of Orthodontics",12019
"European Radiology",12017
"Sexually Transmitted Infections",12010
"Theoretical and Applied Genetics",11982
"Political Science Quarterly",11954
"Canadian Journal of Botany",11917
"Molecular Crystals and Liquid Crystals",11909
"Slavic Review",11907
"Medical Education",11866
"Journal of the European Ceramic Society",11864
"Scandinavian Journal of Gastroenterology",11850
"Alcoholism: Clinical and Experimental Research",11849
"Chemistry and Technology of Fuels and Oils",11849
"Journal of Medical Entomology",11840
"Biomedizinische Technik/Biomedical Engineering",11839
"The Cambridge Law Journal",11825
Futures,11821
"Information Sciences",11814
"Clinical and Experimental Dermatology",11790
"Communications in Statistics - Theory and Methods",11786
"Cancer Chemotherapy and Pharmacology",11783
"Optics & Laser Technology",11781
"Acta Neuropathologica",11773
"Proceedings of the Water Environment Federation",11748
NeuroReport,11744
"Bulletin of Hispanic Studies",11729
"The Spine Journal",11708
"Preventive Medicine",11699
"Oxford Handbooks Online",11684
"Radiophysics and Quantum Electronics",11684
"Nuclear Physics",11678
"Pharmacological Research",11678
"British Homoeopathic journal",11676
"Environmental Research",11672
"Journal of Heredity",11672
Geomorphology,11663
"Applied Biochemistry and Biotechnology",11661
"Scandinavian Journal of Immunology",11660
"Mathematical Problems in Engineering",11628
"Molecular Brain Research",11624
"Scripta Metallurgica",11610
"The Journal of Wildlife Management",11608
"Soviet Physics Journal",11589
"Parkinsonism & Related Disorders",11588
"Communications of the ACM",11579
"ZAMM - Zeitschrift für Angewandte Mathematik und Mechanik",11577
"Polymer Bulletin",11564
"Journal of Environmental Management",11557
"Journal of Medical Virology",11542
"The Canadian Journal of Chemical Engineering",11503
"Journal of Invertebrate Pathology",11495
"Nature Genetics",11491
"Journal of Insect Physiology",11485
"Journal of Controlled Release",11477
Zootaxa,11471
"Clinical Cardiology",11465
"Materials Science and Engineering: B",11449
"Journal of Educational Psychology",11440
"Acta Ophthalmologica",11434
"Insurance: Mathematics and Economics",11427
"NIPPON KAGAKU KAISHI",11417
"European Journal of Cardio-Thoracic Surgery",11401
"Spectrochimica Acta Part A: Molecular Spectroscopy",11389
"Animal Reproduction Science",11372
"International Journal of Immunopharmacology",11366
"Information Processing Letters",11365
AIDS,11359
"Analytical Sciences",11357
"Journal of Chemical Ecology",11357
"Frontiers in Microbiology",11356
"Journal of Applied Mathematics and Mechanics",11354
"International Congress Series",11350
"Journal of Atmospheric and Terrestrial Physics",11347
"Geological Magazine",11341
"Journal of Polymer Science Part B: Polymer Physics",11324
"Soil Science",11311
"NDT & E International",11308
"Journal of Computer Assisted Tomography",11307
"Annals of Applied Biology",11302
"Dyes and Pigments",11301
"World Patent Information",11300
"Journal of Molecular Catalysis",11283
"Diagnostic Microbiology and Infectious Disease",11281
"Journal of Statistical Planning and Inference",11263
Euphytica,11261
Analysis,11259
"Theoretical and Mathematical Physics",11253
"Respiratory Medicine",11240
"IEEE Transactions on Industry Applications",11235
Sustainability,11234
"European Journal of Endocrinology",11231
"International Journal of Remote Sensing",11228
"Immunology Today",11220
"Physics Education",11218
"Journal of the Society of Chemical Industry",11207
"International Journal of Mass Spectrometry and Ion Processes",11206
"Limnology and Oceanography",11206
"International Journal of Control",11200
"American Journal of Orthodontics and Dentofacial Orthopedics",11195
"Chaos, Solitons & Fractals",11193
"Journal of the Chemical Society, Perkin Transactions 1",11189
"Journal of Mathematical Sciences",11176
"Journal of Dermatological Science",11159
"Zorg en Financiering",11148
"Remote Sensing of Environment",11144
"Nano Letters",11143
"Nutrition Reviews",11143
"Zeitschrift für anorganische und allgemeine Chemie",11141
"Applied Radiation and Isotopes",11134
"Recueil des Travaux Chimiques des Pays-Bas",11121
"Physical Chemistry Chemical Physics",11114
"Plasma Physics and Controlled Fusion",11112
Pramana,11102
PEDIATRICS,11100
"Journal of Aircraft",11090
"Journal of Medical Genetics",11081
"Journal of Small Animal Practice",11032
"Membrane Technology",11017
"Journal of Cancer Research and Clinical Oncology",11015
Reproduction,11011
"Science Education",11007
"Proceedings of the Nutrition Society",11001
"Journal of Banking & Finance",11000
"Molecular Cell",11000
Comhar,10979
"Movement Disorders",10972
"Atmospheric Environment (1967)",10965
"Canadian Journal of Physics",10959
"Business Horizons",10954
"The Journal of Steroid Biochemistry and Molecular Biology",10945
Man,10933
"Renewable Energy",10912
"Diabetic Medicine",10906
"Surface and Interface Analysis",10902
"Surgical Clinics of North America",10892
"Journal of Paediatrics and Child Health",10890
"Tribology International",10874
"Journal of Applied Crystallography",10872
Bibliotheksdienst,10862
"Journal of Physics F: Metal Physics",10855
"The Plant Journal",10854
"Journal of Engineering Physics",10853
"Food Research International",10848
"Precision Engineering",10835
"International Journal of Production Research",10822
"European Journal of Internal Medicine",10818
"Veterinary Microbiology",10811
Zeolites,10809
"Colloid and Polymer Science",10807
"Analytical Letters",10794
"Chemometrics and Intelligent Laboratory Systems",10789
"Food Control",10778
"Journal of Applied Electrochemistry",10772
"Scripta Materialia",10766
"Physica B+C",10758
"International Journal of Environmental Research and Public Health",10741
"IEEE Communications Magazine",10734
"Progress in Neuro-Psychopharmacology and Biological Psychiatry",10729
"Developmental Psychology",10722
"The Journal of the Society of Chemical Industry, Japan",10718
"Colloids and Surfaces B: Biointerfaces",10713
"Pediatrics International",10710
"The German Quarterly",10709
"Transactions of the British Mycological Society",10702
"Journal of Mammalogy",10683
"The Journal of Experimental Medicine",10681
"Optik - International Journal for Light and Electron Optics",10671
Theology,10652
